@relation 'customers_data-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-V-R7,12,9,18,13,16,2,17,4,20-21'

@attribute 'Inflight wifi service' numeric
@attribute 'Online boarding' numeric
@attribute 'Ease of Online booking' numeric
@attribute 'Checkin service' numeric
@attribute 'Seat comfort' numeric
@attribute 'Leg room service' numeric
@attribute 'Customer Type' numeric
@attribute 'Baggage handling' numeric
@attribute 'Type of Travel' numeric
@attribute Cleanliness numeric
@attribute satisfaction {Satisfied,Dissatisfied}

@data
0.207702,-0.185527,0.173346,0.543527,-1.090259,-1.016535,-0.478491,0.317002,1.498531,-0.969164,Dissatisfied
-1.291359,0.552113,0.881356,0.543527,0.42326,-0.258798,-0.478491,-1.380796,1.498531,0.545037,Dissatisfied
0.957232,0.552113,0.881356,-1.816329,0.42326,1.256676,-0.478491,-0.531897,-0.667294,0.545037,Satisfied
0.957232,1.289753,1.589367,0.543527,-1.090259,-1.016535,2.089821,-0.531897,-0.667294,-0.969164,Dissatisfied
0.207702,-0.185527,0.173346,0.543527,-1.090259,1.256676,-0.478491,1.165901,1.498531,-0.969164,Dissatisfied
0.957232,-0.923168,0.881356,1.330146,-1.090259,1.256676,-0.478491,1.165901,-0.667294,-0.969164,Satisfied
0.957232,0.552113,-1.242677,-1.816329,0.42326,0.498939,-0.478491,-2.229695,-0.667294,0.545037,Satisfied
0.207702,0.552113,0.173346,1.330146,1.180019,1.256676,-0.478491,1.165901,-0.667294,1.302137,Satisfied
0.957232,0.552113,0.173346,-0.243092,0.42326,-1.016535,-0.478491,-0.531897,-0.667294,0.545037,Dissatisfied
-1.291359,-1.660808,-1.242677,0.543527,0.42326,-1.774272,-0.478491,1.165901,1.498531,1.302137,Dissatisfied
-0.541829,-0.923168,0.173346,-1.029711,1.180019,-1.016535,-0.478491,-1.380796,-0.667294,-0.969164,Satisfied
-0.541829,-0.923168,-0.534665,-1.816329,1.180019,-0.258798,2.089821,-0.531897,-0.667294,1.302137,Dissatisfied
0.957232,0.552113,0.881356,0.543527,1.180019,0.498939,-0.478491,0.317002,1.498531,1.302137,Dissatisfied
1.706762,0.552113,-0.534665,-1.029711,-1.090259,1.256676,-0.478491,1.165901,-0.667294,0.545037,Satisfied
0.207702,-0.185527,0.173346,0.543527,-1.847018,-0.258798,-0.478491,1.165901,1.498531,-1.726264,Dissatisfied
0.207702,0.552113,0.173346,0.543527,1.180019,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
-1.291359,1.289753,-1.242677,-0.243092,0.42326,1.256676,-0.478491,1.165901,-0.667294,1.302137,Satisfied
0.957232,0.552113,0.881356,-0.243092,0.42326,-1.016535,2.089821,0.317002,-0.667294,-0.969164,Dissatisfied
-1.291359,-1.660808,-1.242677,1.330146,1.180019,-1.016535,-0.478491,1.165901,1.498531,1.302137,Dissatisfied
0.207702,-0.185527,0.173346,1.330146,0.42326,-1.016535,2.089821,1.165901,-0.667294,0.545037,Dissatisfied
0.957232,0.552113,0.881356,-1.816329,-1.090259,-1.016535,2.089821,-0.531897,-0.667294,-0.969164,Satisfied
0.207702,-0.185527,0.173346,-0.243092,-0.3335,0.498939,-0.478491,-0.531897,-0.667294,-0.212063,Dissatisfied
-1.291359,0.552113,-1.242677,1.330146,0.42326,-0.258798,-0.478491,1.165901,-0.667294,0.545037,Satisfied
-0.541829,-0.923168,0.173346,0.543527,-1.090259,-1.774272,-0.478491,-0.531897,-0.667294,-0.969164,Dissatisfied
1.706762,-0.923168,-1.242677,1.330146,-1.847018,1.256676,-0.478491,1.165901,-0.667294,-0.969164,Satisfied
-0.541829,1.289753,0.173346,1.330146,0.42326,1.256676,-0.478491,1.165901,-0.667294,-0.212063,Satisfied
-0.541829,-0.185527,-0.534665,-1.816329,0.42326,-1.016535,-0.478491,0.317002,1.498531,-0.969164,Dissatisfied
0.957232,1.289753,0.173346,1.330146,0.42326,1.256676,-0.478491,1.165901,-0.667294,-0.212063,Satisfied
-0.541829,0.552113,-0.534665,-1.029711,-0.3335,-1.016535,-0.478491,0.317002,1.498531,-0.969164,Dissatisfied
0.207702,0.552113,-0.534665,1.330146,1.180019,-1.016535,-0.478491,-2.229695,1.498531,-0.212063,Dissatisfied
0.957232,0.552113,0.881356,-0.243092,-1.090259,-0.258798,2.089821,1.165901,-0.667294,-0.969164,Satisfied
0.957232,-0.185527,-0.534665,-0.243092,0.42326,0.498939,-0.478491,0.317002,-0.667294,-0.212063,Satisfied
-0.541829,-0.923168,0.881356,-0.243092,-1.090259,1.256676,-0.478491,-0.531897,-0.667294,-0.969164,Dissatisfied
0.207702,1.289753,0.881356,-0.243092,1.180019,1.256676,-0.478491,0.317002,-0.667294,1.302137,Satisfied
0.207702,-0.185527,0.173346,-0.243092,-1.090259,-1.774272,2.089821,-0.531897,-0.667294,-0.969164,Dissatisfied
0.207702,1.289753,0.173346,-1.816329,1.180019,-0.258798,-0.478491,-2.229695,-0.667294,1.302137,Satisfied
0.207702,0.552113,0.173346,-0.243092,1.180019,-0.258798,-0.478491,-0.531897,1.498531,1.302137,Dissatisfied
0.207702,-0.185527,0.173346,1.330146,1.180019,-1.016535,-0.478491,0.317002,1.498531,0.545037,Dissatisfied
-0.541829,-0.923168,-0.534665,-1.816329,-1.847018,-0.258798,2.089821,0.317002,-0.667294,-1.726264,Dissatisfied
0.207702,0.552113,0.173346,0.543527,1.180019,1.256676,-0.478491,0.317002,-0.667294,1.302137,Satisfied
-1.291359,1.289753,-1.242677,0.543527,1.180019,-1.774272,-0.478491,1.165901,1.498531,-0.212063,Dissatisfied
0.207702,-0.185527,0.173346,0.543527,0.42326,-0.258798,-0.478491,1.165901,1.498531,-0.212063,Dissatisfied
0.957232,0.552113,-1.242677,-1.029711,0.42326,-1.774272,-0.478491,-0.531897,-0.667294,0.545037,Satisfied
1.706762,0.552113,1.589367,-1.816329,-0.3335,-0.258798,-0.478491,-0.531897,-0.667294,-0.212063,Satisfied
-1.291359,0.552113,-1.242677,1.330146,1.180019,-1.774272,-0.478491,0.317002,1.498531,0.545037,Dissatisfied
-0.541829,-0.923168,-0.534665,-1.029711,-1.090259,-0.258798,-0.478491,-1.380796,-0.667294,-0.969164,Dissatisfied
-0.541829,-0.923168,-0.534665,-0.243092,-0.3335,-1.016535,-0.478491,1.165901,1.498531,-0.212063,Dissatisfied
1.706762,0.552113,1.589367,0.543527,0.42326,1.256676,-0.478491,1.165901,-0.667294,-0.212063,Satisfied
-0.541829,-0.185527,-0.534665,1.330146,1.180019,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
0.207702,-0.185527,0.173346,0.543527,1.180019,-0.258798,-0.478491,-2.229695,1.498531,0.545037,Dissatisfied
0.207702,0.552113,-0.534665,-0.243092,-0.3335,-0.258798,-0.478491,-0.531897,-0.667294,-0.969164,Dissatisfied
0.207702,0.552113,0.173346,0.543527,1.180019,-0.258798,-0.478491,-1.380796,1.498531,1.302137,Dissatisfied
0.207702,1.289753,-0.534665,-0.243092,0.42326,0.498939,-0.478491,0.317002,-0.667294,0.545037,Satisfied
-1.291359,-0.923168,-0.534665,-1.816329,-0.3335,-1.016535,2.089821,-2.229695,-0.667294,0.545037,Dissatisfied
-0.541829,1.289753,-0.534665,-0.243092,0.42326,-1.016535,-0.478491,1.165901,1.498531,-0.212063,Dissatisfied
-0.541829,-0.185527,0.173346,0.543527,1.180019,1.256676,2.089821,1.165901,-0.667294,1.302137,Dissatisfied
-0.541829,1.289753,-0.534665,1.330146,1.180019,-1.016535,-0.478491,1.165901,1.498531,0.545037,Dissatisfied
-0.541829,-0.923168,-0.534665,-1.816329,-1.090259,-0.258798,-0.478491,-0.531897,-0.667294,-0.969164,Dissatisfied
-1.291359,-1.660808,-1.242677,-1.816329,-1.847018,1.256676,2.089821,-0.531897,-0.667294,-1.726264,Dissatisfied
-0.541829,-1.660808,0.173346,0.543527,1.180019,0.498939,-0.478491,-0.531897,-0.667294,0.545037,Satisfied
-0.541829,0.552113,-0.534665,-0.243092,1.180019,-1.016535,-0.478491,-1.380796,1.498531,1.302137,Dissatisfied
0.207702,1.289753,0.173346,1.330146,1.180019,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
0.207702,-0.185527,1.589367,-1.816329,-1.090259,-0.258798,-0.478491,-0.531897,-0.667294,0.545037,Dissatisfied
-0.541829,-1.660808,-1.242677,0.543527,-1.847018,0.498939,2.089821,-0.531897,-0.667294,-1.726264,Dissatisfied
-0.541829,-0.923168,-0.534665,-1.029711,1.180019,0.498939,-0.478491,-0.531897,1.498531,1.302137,Dissatisfied
-1.291359,-1.660808,-1.242677,0.543527,-1.847018,0.498939,2.089821,-0.531897,-0.667294,-1.726264,Dissatisfied
-1.291359,0.552113,1.589367,0.543527,0.42326,1.256676,-0.478491,1.165901,-0.667294,1.302137,Satisfied
-1.291359,-1.660808,-1.242677,0.543527,-0.3335,0.498939,-0.478491,1.165901,1.498531,-0.212063,Dissatisfied
-1.291359,-0.185527,-1.950688,0.543527,-0.3335,-1.774272,-0.478491,0.317002,-0.667294,-1.726264,Dissatisfied
0.207702,0.552113,0.173346,-0.243092,0.42326,1.256676,-0.478491,1.165901,-0.667294,0.545037,Satisfied
0.207702,-0.185527,0.173346,1.330146,1.180019,1.256676,2.089821,-0.531897,-0.667294,1.302137,Dissatisfied
0.207702,1.289753,0.173346,0.543527,0.42326,0.498939,-0.478491,0.317002,-0.667294,-0.212063,Satisfied
-0.541829,-0.185527,0.881356,0.543527,-0.3335,-1.016535,-0.478491,-1.380796,-0.667294,-1.726264,Dissatisfied
-1.291359,0.552113,-1.242677,1.330146,0.42326,0.498939,-0.478491,0.317002,-0.667294,0.545037,Satisfied
0.207702,1.289753,0.173346,-0.243092,0.42326,-0.258798,-0.478491,-1.380796,1.498531,0.545037,Dissatisfied
-0.541829,-0.923168,-0.534665,1.330146,1.180019,0.498939,-0.478491,0.317002,1.498531,1.302137,Dissatisfied
0.207702,0.552113,0.173346,-0.243092,-0.3335,0.498939,-0.478491,0.317002,-0.667294,-0.212063,Satisfied
-0.541829,-0.923168,-0.534665,-1.816329,0.42326,-0.258798,-0.478491,0.317002,1.498531,0.545037,Dissatisfied
-0.541829,-0.923168,-0.534665,-0.243092,0.42326,-1.016535,2.089821,-0.531897,-0.667294,0.545037,Dissatisfied
-0.541829,-0.923168,-0.534665,0.543527,0.42326,0.498939,2.089821,-1.380796,-0.667294,0.545037,Dissatisfied
-0.541829,-0.923168,-0.534665,1.330146,-1.090259,-1.016535,-0.478491,0.317002,1.498531,-0.969164,Dissatisfied
0.957232,0.552113,0.881356,0.543527,1.180019,-1.016535,-0.478491,0.317002,1.498531,1.302137,Satisfied
0.207702,1.289753,0.173346,-0.243092,1.180019,-0.258798,-0.478491,1.165901,1.498531,0.545037,Dissatisfied
1.706762,1.289753,1.589367,-0.243092,0.42326,-1.016535,-0.478491,-1.380796,-0.667294,1.302137,Satisfied
1.706762,0.552113,0.173346,0.543527,1.180019,-0.258798,-0.478491,-0.531897,-0.667294,1.302137,Satisfied
0.957232,1.289753,0.881356,-0.243092,0.42326,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
0.207702,-0.185527,0.173346,0.543527,-1.090259,-0.258798,-0.478491,0.317002,1.498531,-0.969164,Dissatisfied
0.207702,-0.185527,0.173346,1.330146,-1.090259,0.498939,-0.478491,0.317002,1.498531,-0.969164,Dissatisfied
1.706762,0.552113,0.881356,1.330146,0.42326,-1.016535,-0.478491,1.165901,-0.667294,0.545037,Satisfied
0.957232,0.552113,-1.242677,0.543527,0.42326,1.256676,-0.478491,-1.380796,-0.667294,0.545037,Dissatisfied
-0.541829,-0.923168,-0.534665,-1.816329,-0.3335,0.498939,2.089821,-0.531897,-0.667294,-0.212063,Dissatisfied
1.706762,1.289753,1.589367,1.330146,0.42326,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
0.207702,-2.398448,-1.950688,-1.029711,-1.847018,1.256676,-0.478491,1.165901,1.498531,-1.726264,Dissatisfied
0.207702,-0.185527,0.173346,0.543527,-1.847018,-0.258798,-0.478491,0.317002,1.498531,-1.726264,Dissatisfied
-0.541829,-0.923168,-0.534665,-1.816329,-1.847018,-1.774272,2.089821,-0.531897,-0.667294,-1.726264,Dissatisfied
0.207702,-0.185527,0.173346,-1.816329,-1.090259,0.498939,2.089821,-0.531897,-0.667294,-0.969164,Dissatisfied
-1.291359,1.289753,-1.242677,-1.029711,1.180019,1.256676,-0.478491,-1.380796,-0.667294,1.302137,Satisfied
0.207702,-0.923168,-0.534665,-0.243092,-0.3335,-1.016535,-0.478491,-0.531897,1.498531,-0.212063,Dissatisfied
0.957232,1.289753,0.881356,-0.243092,1.180019,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
-2.040889,-2.398448,-1.950688,1.330146,-1.847018,-1.774272,-0.478491,0.317002,-0.667294,-1.726264,Satisfied
-0.541829,1.289753,-0.534665,0.543527,-0.3335,1.256676,-0.478491,1.165901,-0.667294,-0.212063,Satisfied
1.706762,-0.923168,-1.242677,-1.816329,-0.3335,1.256676,-0.478491,1.165901,-0.667294,-0.212063,Satisfied
-0.541829,-0.185527,-0.534665,-1.029711,-0.3335,-1.016535,-0.478491,-0.531897,1.498531,-1.726264,Dissatisfied
0.207702,-0.185527,0.173346,-0.243092,1.180019,-1.016535,-0.478491,-2.229695,1.498531,-0.969164,Dissatisfied
0.207702,-0.185527,0.173346,-0.243092,-1.847018,1.256676,-0.478491,-2.229695,1.498531,-0.212063,Dissatisfied
-0.541829,-0.923168,-0.534665,-1.029711,-0.3335,-1.774272,-0.478491,-0.531897,1.498531,-0.969164,Dissatisfied
0.207702,-0.185527,-1.242677,-1.029711,-0.3335,-1.016535,-0.478491,0.317002,-0.667294,-0.212063,Dissatisfied
-0.541829,-0.185527,-0.534665,-1.816329,-1.847018,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
-0.541829,1.289753,-0.534665,-1.816329,-1.090259,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
0.207702,-0.185527,0.173346,1.330146,-0.3335,0.498939,-0.478491,1.165901,1.498531,1.302137,Dissatisfied
-0.541829,-0.923168,-0.534665,1.330146,1.180019,0.498939,-0.478491,1.165901,1.498531,1.302137,Dissatisfied
0.207702,0.552113,0.173346,-1.816329,0.42326,-0.258798,-0.478491,1.165901,1.498531,-0.969164,Dissatisfied
0.957232,0.552113,0.881356,-0.243092,-1.090259,1.256676,2.089821,1.165901,-0.667294,-0.969164,Dissatisfied
0.957232,0.552113,0.881356,-0.243092,1.180019,1.256676,-0.478491,1.165901,-0.667294,-0.212063,Satisfied
-0.541829,-0.923168,-0.534665,-1.816329,0.42326,-0.258798,2.089821,-0.531897,-0.667294,0.545037,Dissatisfied
0.207702,-0.185527,0.173346,-0.243092,-1.090259,-0.258798,2.089821,1.165901,-0.667294,-0.969164,Dissatisfied
1.706762,1.289753,1.589367,0.543527,1.180019,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
-0.541829,-0.923168,-0.534665,1.330146,1.180019,0.498939,-0.478491,1.165901,1.498531,1.302137,Dissatisfied
0.207702,-0.185527,0.173346,0.543527,-1.090259,-1.016535,2.089821,1.165901,-0.667294,-0.969164,Dissatisfied
-0.541829,-1.660808,-1.242677,-0.243092,-1.090259,-0.258798,-0.478491,-0.531897,-0.667294,-0.969164,Dissatisfied
0.207702,0.552113,0.173346,-0.243092,0.42326,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
0.207702,-0.185527,0.173346,-1.816329,-0.3335,-0.258798,-0.478491,0.317002,1.498531,0.545037,Dissatisfied
1.706762,1.289753,1.589367,1.330146,-1.847018,-0.258798,2.089821,1.165901,-0.667294,-1.726264,Satisfied
-0.541829,-0.185527,-0.534665,1.330146,-0.3335,0.498939,-0.478491,-0.531897,-0.667294,-0.212063,Satisfied
0.207702,-0.185527,1.589367,-1.816329,-1.847018,-0.258798,-0.478491,0.317002,-0.667294,-1.726264,Dissatisfied
0.957232,1.289753,0.881356,1.330146,1.180019,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
-1.291359,1.289753,-1.242677,0.543527,0.42326,0.498939,-0.478491,1.165901,-0.667294,1.302137,Satisfied
0.207702,-0.185527,-0.534665,-1.816329,0.42326,-1.016535,-0.478491,1.165901,1.498531,-1.726264,Dissatisfied
0.957232,0.552113,0.881356,-1.029711,-1.847018,1.256676,-0.478491,0.317002,1.498531,-1.726264,Satisfied
1.706762,0.552113,0.173346,0.543527,1.180019,-1.016535,-0.478491,-1.380796,-0.667294,-0.212063,Satisfied
1.706762,1.289753,1.589367,-1.816329,-0.3335,0.498939,-0.478491,1.165901,1.498531,-0.212063,Satisfied
0.957232,0.552113,0.173346,1.330146,-0.3335,-1.774272,-0.478491,0.317002,-0.667294,0.545037,Satisfied
0.957232,0.552113,0.881356,-1.029711,-1.090259,1.256676,2.089821,-1.380796,-0.667294,-0.969164,Satisfied
1.706762,-0.923168,0.173346,-1.816329,-1.847018,1.256676,-0.478491,1.165901,-0.667294,-0.969164,Satisfied
-1.291359,-0.185527,-1.242677,-1.029711,0.42326,0.498939,-0.478491,0.317002,-0.667294,-1.726264,Satisfied
-1.291359,-1.660808,-1.242677,0.543527,0.42326,-0.258798,2.089821,1.165901,-0.667294,-0.212063,Dissatisfied
0.207702,-0.185527,0.881356,1.330146,-1.090259,-1.016535,2.089821,1.165901,-0.667294,-0.969164,Dissatisfied
-0.541829,1.289753,-0.534665,1.330146,0.42326,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
-1.291359,0.552113,-0.534665,0.543527,0.42326,-1.016535,-0.478491,-1.380796,-0.667294,1.302137,Satisfied
1.706762,-0.185527,-0.534665,1.330146,1.180019,1.256676,-0.478491,1.165901,-0.667294,-0.212063,Satisfied
0.957232,-0.185527,0.881356,-1.029711,-0.3335,0.498939,-0.478491,-2.229695,1.498531,-0.969164,Satisfied
0.207702,-0.185527,0.173346,0.543527,0.42326,1.256676,-0.478491,-1.380796,1.498531,0.545037,Dissatisfied
1.706762,-0.185527,0.173346,1.330146,1.180019,1.256676,-0.478491,1.165901,-0.667294,-0.969164,Satisfied
-1.291359,-1.660808,-1.242677,-1.816329,-0.3335,-1.774272,2.089821,0.317002,-0.667294,-0.212063,Dissatisfied
-0.541829,1.289753,-0.534665,-0.243092,-0.3335,1.256676,-0.478491,1.165901,-0.667294,0.545037,Satisfied
0.957232,0.552113,0.881356,-1.029711,1.180019,-1.774272,2.089821,-0.531897,-0.667294,1.302137,Dissatisfied
0.207702,-1.660808,0.173346,-1.816329,-1.090259,-0.258798,-0.478491,-2.229695,1.498531,0.545037,Dissatisfied
1.706762,1.289753,1.589367,-0.243092,-1.090259,1.256676,2.089821,0.317002,-0.667294,-0.969164,Satisfied
0.957232,0.552113,0.881356,1.330146,-0.3335,-0.258798,2.089821,0.317002,-0.667294,-0.212063,Dissatisfied
-0.541829,0.552113,-1.242677,-0.243092,0.42326,0.498939,-0.478491,1.165901,-0.667294,-0.212063,Satisfied
0.957232,0.552113,0.881356,-0.243092,0.42326,-0.258798,2.089821,1.165901,-0.667294,0.545037,Satisfied
0.207702,-0.185527,0.173346,0.543527,-1.090259,-1.016535,2.089821,1.165901,-0.667294,-0.969164,Dissatisfied
0.207702,1.289753,0.173346,-0.243092,1.180019,0.498939,-0.478491,0.317002,-0.667294,-0.212063,Satisfied
-1.291359,-1.660808,-1.242677,1.330146,1.180019,1.256676,-0.478491,1.165901,-0.667294,1.302137,Satisfied
0.207702,-0.185527,0.173346,0.543527,-1.847018,-0.258798,-0.478491,1.165901,1.498531,-1.726264,Dissatisfied
0.207702,1.289753,0.173346,0.543527,0.42326,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
0.207702,-0.185527,0.173346,0.543527,1.180019,-1.016535,-0.478491,-0.531897,1.498531,1.302137,Dissatisfied
0.207702,-0.185527,0.173346,-0.243092,-0.3335,1.256676,-0.478491,1.165901,1.498531,-0.212063,Dissatisfied
-0.541829,-0.923168,-0.534665,0.543527,-0.3335,1.256676,2.089821,-0.531897,-0.667294,-0.212063,Dissatisfied
0.207702,0.552113,0.881356,0.543527,0.42326,-0.258798,-0.478491,-0.531897,-0.667294,-0.212063,Dissatisfied
0.957232,0.552113,0.881356,-0.243092,-1.847018,-1.774272,-0.478491,-0.531897,1.498531,-1.726264,Satisfied
0.207702,0.552113,1.589367,-0.243092,0.42326,-0.258798,-0.478491,-0.531897,-0.667294,-1.726264,Dissatisfied
-0.541829,-1.660808,-1.242677,-1.029711,-1.847018,0.498939,-0.478491,-0.531897,1.498531,-1.726264,Dissatisfied
1.706762,-0.923168,1.589367,-1.816329,-1.090259,-1.774272,-0.478491,-1.380796,-0.667294,-0.969164,Satisfied
0.207702,-0.185527,0.173346,1.330146,-1.090259,1.256676,-0.478491,0.317002,1.498531,-0.969164,Dissatisfied
0.957232,0.552113,0.881356,0.543527,0.42326,0.498939,-0.478491,-2.229695,1.498531,1.302137,Dissatisfied
-0.541829,-0.923168,-0.534665,-0.243092,-1.090259,0.498939,2.089821,0.317002,-0.667294,-0.969164,Dissatisfied
-2.040889,-2.398448,-1.950688,0.543527,-1.090259,-1.774272,-0.478491,-0.531897,-0.667294,-0.969164,Satisfied
0.207702,-1.660808,0.173346,-1.029711,-1.090259,-0.258798,-0.478491,-0.531897,1.498531,-1.726264,Dissatisfied
1.706762,1.289753,1.589367,-0.243092,1.180019,1.256676,-0.478491,1.165901,-0.667294,-0.212063,Satisfied
1.706762,0.552113,0.881356,0.543527,1.180019,1.256676,-0.478491,1.165901,-0.667294,-0.212063,Satisfied
-1.291359,-1.660808,0.881356,-0.243092,-1.847018,-0.258798,-0.478491,-0.531897,-0.667294,-1.726264,Dissatisfied
-1.291359,1.289753,-1.242677,-0.243092,0.42326,0.498939,-0.478491,0.317002,-0.667294,0.545037,Satisfied
-1.291359,-0.923168,-1.950688,1.330146,-0.3335,-2.532009,-0.478491,-0.531897,1.498531,-0.212063,Dissatisfied
-1.291359,-1.660808,-1.242677,1.330146,-1.090259,0.498939,-0.478491,0.317002,1.498531,-0.969164,Dissatisfied
0.957232,0.552113,0.881356,0.543527,0.42326,1.256676,2.089821,0.317002,-0.667294,0.545037,Satisfied
-0.541829,-0.923168,-0.534665,-0.243092,-1.847018,-1.016535,-0.478491,-1.380796,-0.667294,0.545037,Dissatisfied
-0.541829,0.552113,-0.534665,-0.243092,1.180019,-0.258798,-0.478491,-0.531897,-0.667294,-0.212063,Satisfied
-2.040889,-2.398448,-1.950688,1.330146,-1.090259,0.498939,2.089821,0.317002,-0.667294,-0.969164,Satisfied
-1.291359,-1.660808,-0.534665,1.330146,1.180019,0.498939,-0.478491,1.165901,1.498531,1.302137,Dissatisfied
0.207702,1.289753,0.173346,-0.243092,0.42326,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
-1.291359,-1.660808,0.173346,0.543527,-1.847018,-1.016535,-0.478491,-0.531897,-0.667294,-1.726264,Dissatisfied
-2.040889,1.289753,-1.950688,0.543527,1.180019,-2.532009,-0.478491,0.317002,1.498531,0.545037,Satisfied
0.957232,-0.185527,1.589367,-0.243092,-1.090259,0.498939,-0.478491,0.317002,-0.667294,1.302137,Satisfied
0.207702,-0.185527,0.173346,1.330146,0.42326,-1.016535,-0.478491,0.317002,1.498531,0.545037,Dissatisfied
-0.541829,-0.185527,-1.242677,-0.243092,-0.3335,-1.016535,-0.478491,-1.380796,-0.667294,-1.726264,Dissatisfied
1.706762,1.289753,1.589367,-1.816329,1.180019,-0.258798,-0.478491,-0.531897,-0.667294,1.302137,Satisfied
-0.541829,-0.923168,-0.534665,-1.816329,-0.3335,-1.016535,-0.478491,-1.380796,-0.667294,-1.726264,Dissatisfied
0.957232,0.552113,0.881356,-0.243092,1.180019,-0.258798,2.089821,0.317002,-0.667294,1.302137,Satisfied
1.706762,0.552113,1.589367,0.543527,0.42326,-1.016535,-0.478491,-1.380796,-0.667294,-0.212063,Satisfied
-1.291359,0.552113,-1.242677,1.330146,0.42326,0.498939,-0.478491,0.317002,-0.667294,0.545037,Satisfied
1.706762,1.289753,1.589367,0.543527,0.42326,-1.774272,-0.478491,-0.531897,1.498531,0.545037,Satisfied
